order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct
3704,2025-06-02,153,3,2,121.61,0
2964,2025-08-27,200,3,2,121.61,5
366,2024-12-13,238,31,4,72.32,10
638,2024-11-10,45,12,2,85.81,0
3635,2024-06-18,112,21,2,97.59,0
1420,2024-10-29,167,30,4,97.13,10
4293,2024-05-09,176,39,2,39.05,0
2138,2025-05-11,69,17,3,58.44,0
1657,2025-05-14,278,16,3,22.92,10
733,2024-08-07,158,29,2,98.91,0
726,2025-02-23,206,32,1,106.66,0
2922,2025-04-15,36,37,3,149.41,0
2484,2025-08-08,27,10,2,62.62,15
4266,2024-10-07,104,9,5,102.79,0
1419,2024-11-06,97,14,2,62.21,0
3310,2025-06-15,15,17,1,58.44,15
1034,2024-06-28,97,13,5,18.09,0
2989,2024-11-02,97,2,5,131.21,10
3428,2024-06-09,84,9,4,102.79,10
3793,2025-06-22,235,28,1,93.46,10
3918,2025-09-16,62,8,1,103.07,0
174,2025-09-09,49,4,2,72.91,15
3181,2025-07-23,203,4,1,72.91,15
2554,2024-07-03,42,19,3,43.01,15
2557,2025-03-04,155,14,1,62.21,15
156,2025-08-26,78,7,2,37.71,0
828,2025-09-28,196,27,5,52.56,0
566,2024-11-01,15,24,3,73.36,5
397,2024-12-02,61,18,1,113.61,10
2999,2024-12-05,142,35,1,11.58,0
1146,2024-09-22,243,36,1,10.4,5
4375,2024-06-15,42,17,5,58.44,0
2097,2025-06-30,157,21,5,97.59,0
189,2025-01-17,14,39,1,39.05,0
1735,2024-12-09,253,8,2,103.07,10
1163,2024-06-24,170,4,4,72.91,15
2148,2024-11-29,276,4,2,72.91,0
974,2025-07-10,283,8,4,103.07,5
1688,2024-06-07,49,35,4,11.58,0
2713,2024-09-13,91,39,5,39.05,0
2736,2024-09-18,168,7,1,37.71,10
3936,2025-06-27,89,14,5,62.21,10
1590,2024-05-17,67,13,4,18.09,0
4151,2024-12-09,39,21,3,97.59,5
1506,2024-06-01,3,34,1,21.92,5
3471,2025-03-31,283,6,3,114.35,10
486,2025-04-28,28,28,4,93.46,0
2574,2024-12-23,21,27,4,52.56,0
2656,2025-02-23,15,24,5,73.36,0
3899,2024-07-25,118,2,3,131.21,10
3758,2025-05-12,70,7,2,37.71,0
3117,2024-04-07,134,7,4,37.71,10
1568,2024-05-12,92,5,2,15.92,0
4005,2025-05-03,297,20,5,60.25,5
3745,2025-02-19,275,26,2,141.76,15
3670,2025-07-06,155,10,1,62.62,10
3521,2024-12-25,167,24,5,73.36,0
1161,2025-01-05,18,26,1,141.76,10
506,2025-04-13,58,34,5,21.92,0
3471,2025-03-31,283,34,4,21.92,0
3525,2024-11-10,147,38,2,21.84,0
3780,2025-07-28,78,36,2,10.4,0
2129,2024-12-22,144,8,5,103.07,0
2140,2025-01-04,52,11,3,127.63,0
70,2024-12-13,106,20,5,60.25,15
4158,2024-11-13,103,33,4,99.14,10
752,2024-11-29,41,38,3,21.84,15
3841,2025-01-16,34,11,3,127.63,10
2146,2025-05-14,230,4,1,72.91,0
1614,2024-10-30,82,39,5,39.05,0
2445,2024-10-24,133,4,5,72.91,0
1602,2024-11-12,137,28,5,93.46,0
4012,2025-07-10,192,40,5,82.94,0
1847,2025-09-05,25,27,3,52.56,5
2324,2024-06-19,264,26,5,141.76,15
2443,2024-12-18,196,39,4,39.05,15
2621,2025-05-30,113,39,2,39.05,5
3954,2024-11-22,228,20,3,60.25,15
1683,2024-09-11,37,1,3,47.8,5
1376,2024-08-03,18,6,1,114.35,0
4141,2024-12-30,165,24,2,73.36,15
124,2024-10-27,131,21,4,97.59,10
1932,2025-08-18,51,20,2,60.25,0
621,2024-12-07,135,20,1,60.25,15
1450,2025-06-15,11,35,4,11.58,0
3381,2024-08-05,296,35,3,11.58,5
328,2024-07-10,74,16,4,22.92,5
2424,2024-06-11,88,8,1,103.07,15
2170,2025-09-27,296,1,5,47.8,5
2798,2024-11-25,152,7,3,37.71,0
2299,2024-08-26,206,26,4,141.76,5
3086,2024-12-14,59,10,4,62.62,15
2568,2024-04-03,124,5,5,15.92,0
1182,2025-06-22,47,10,3,62.62,0
2175,2024-12-23,125,29,5,98.91,0
1105,2025-06-07,182,26,2,141.76,15
925,2024-08-29,157,25,1,94.83,0
2157,2025-03-26,58,9,5,102.79,10
1115,2025-06-11,228,30,1,97.13,15
3116,2024-06-20,96,8,1,103.07,5
3233,2024-11-03,144,6,2,114.35,5
2598,2025-07-14,145,25,2,94.83,5
2894,2024-04-10,124,6,2,114.35,0
3998,2025-01-21,92,9,4,102.79,5
1816,2024-10-06,291,7,2,37.71,0
3914,2025-06-12,101,2,3,131.21,0
812,2025-04-19,256,10,1,62.62,0
4335,2025-03-29,95,27,5,52.56,0
3847,2025-06-13,55,38,2,21.84,10
3249,2025-03-04,263,5,5,15.92,0
1389,2024-09-10,119,32,4,106.66,0
1552,2025-09-16,288,38,2,21.84,5
1854,2024-07-31,131,2,1,131.21,10
733,2024-08-07,158,14,4,62.21,10
4109,2025-01-20,285,38,1,21.84,0
410,2025-04-11,233,33,4,99.14,15
3639,2024-09-17,53,38,1,21.84,5
3253,2025-04-04,210,9,1,102.79,15
3756,2024-12-17,13,11,2,127.63,10
4252,2024-11-21,118,11,2,127.63,0
3610,2025-02-04,100,35,4,11.58,0
1868,2024-04-07,242,4,3,72.91,10
4380,2024-05-17,273,37,1,149.41,10
616,2024-07-31,102,30,2,97.13,5
277,2024-07-28,127,25,4,94.83,15
3724,2024-08-22,3,20,3,60.25,5
2208,2024-11-01,98,16,4,22.92,15
1982,2024-07-22,218,25,3,94.83,10
2032,2024-05-14,64,38,2,21.84,5
2824,2025-03-15,141,36,4,10.4,0
2212,2025-07-28,86,31,2,72.32,5
685,2024-08-30,209,10,2,62.62,0
869,2025-06-07,39,11,4,127.63,15
1158,2025-06-27,251,36,1,10.4,0
1415,2025-01-14,137,33,2,99.14,10
589,2024-12-07,198,37,1,149.41,0
2731,2025-06-19,195,8,3,103.07,5
2184,2024-09-28,241,23,3,102.85,15
1532,2024-08-15,159,21,2,97.59,0
2883,2025-04-26,292,13,1,18.09,0
1399,2025-01-15,128,28,2,93.46,0
1681,2024-11-21,257,30,2,97.13,5
935,2025-01-27,236,27,2,52.56,0
3262,2024-05-13,146,38,2,21.84,10
2148,2024-11-29,276,7,5,37.71,0
1338,2025-02-12,105,25,5,94.83,0
994,2024-12-08,40,24,3,73.36,0
1169,2024-06-28,67,38,1,21.84,0
2708,2024-06-22,297,20,5,60.25,5
4006,2024-11-16,16,11,3,127.63,15
1362,2025-07-02,244,20,2,60.25,5
1426,2025-08-05,33,14,4,62.21,15
3333,2025-01-02,195,17,5,58.44,0
4333,2024-05-04,33,40,1,82.94,5
2722,2024-12-06,239,35,1,11.58,15
2042,2024-06-05,22,11,5,127.63,0
3136,2024-07-14,63,38,2,21.84,0
1286,2025-02-14,107,4,4,72.91,0
1975,2024-07-03,274,2,2,131.21,0
2844,2024-10-12,161,16,4,22.92,0
1344,2025-03-16,129,30,1,97.13,5
2922,2025-04-15,36,18,3,113.61,10
995,2024-12-08,6,30,5,97.13,0
844,2024-08-18,264,15,4,43.35,15
3418,2025-02-18,1,11,5,127.63,0
1812,2025-02-03,70,17,4,58.44,15
3496,2024-04-03,242,25,3,94.83,15
2665,2024-10-21,1,1,4,47.8,0
2439,2024-10-15,291,20,4,60.25,15
2634,2024-04-07,134,32,2,106.66,0
2456,2024-06-07,273,18,3,113.61,5
1930,2025-04-21,86,25,3,94.83,0
2131,2025-07-10,139,8,4,103.07,0
3679,2024-09-10,94,31,2,72.32,15
3496,2024-04-03,242,7,5,37.71,0
15,2024-11-04,50,7,3,37.71,10
1984,2025-07-18,212,20,3,60.25,10
155,2025-09-05,266,24,5,73.36,15
3854,2024-06-30,15,18,3,113.61,0
488,2025-07-24,50,20,2,60.25,0
2601,2024-11-05,300,21,5,97.59,5
3420,2024-10-06,105,35,4,11.58,15
3473,2024-05-17,76,8,2,103.07,0
3202,2024-11-24,81,37,1,149.41,10
2429,2025-01-30,28,32,1,106.66,15
4212,2025-07-16,110,9,3,102.79,0
147,2025-08-21,101,9,5,102.79,5
3608,2024-06-10,33,33,5,99.14,0
955,2025-07-29,132,9,1,102.79,0
1447,2024-10-21,168,1,3,47.8,0
1817,2024-04-10,249,10,4,62.62,0
2310,2025-03-12,161,18,3,113.61,0
918,2024-06-13,221,26,5,141.76,0
3738,2024-12-08,208,19,4,43.01,0
993,2025-09-06,130,23,2,102.85,0
228,2024-08-24,51,26,3,141.76,0
3505,2024-06-04,19,31,4,72.32,5
4035,2024-06-29,59,27,2,52.56,5
3625,2024-06-26,98,25,3,94.83,5
162,2025-07-13,59,32,5,106.66,5
774,2024-05-08,98,29,2,98.91,0
941,2024-09-12,3,30,3,97.13,15
2817,2024-10-24,279,39,4,39.05,0
46,2024-06-25,62,33,2,99.14,5
438,2025-09-22,23,11,2,127.63,15
2293,2025-06-02,202,29,2,98.91,5
1388,2025-05-06,242,22,4,58.86,5
3696,2024-11-22,253,26,5,141.76,0
3284,2025-01-28,181,22,3,58.86,0
1787,2025-06-03,243,12,3,85.81,10
1958,2024-12-25,277,13,2,18.09,0
555,2024-11-14,278,1,1,47.8,5
4076,2024-12-03,190,18,5,113.61,0
682,2024-09-23,253,26,5,141.76,0
2481,2025-03-15,22,29,2,98.91,15
2455,2025-01-10,36,38,4,21.84,15
6,2024-11-25,147,8,2,103.07,0
3678,2024-06-23,295,11,2,127.63,0
4033,2025-05-15,228,10,5,62.62,15
2966,2024-05-08,157,39,4,39.05,0
583,2025-06-12,190,23,4,102.85,15
2119,2024-11-09,215,26,2,141.76,10
1589,2025-03-24,183,7,2,37.71,15
627,2024-11-18,188,38,1,21.84,10
1384,2025-02-21,231,32,2,106.66,0
2829,2024-12-23,187,22,1,58.86,5
3661,2024-12-16,45,18,2,113.61,15
1327,2024-09-06,255,30,4,97.13,0
152,2025-08-04,299,3,2,121.61,15
2494,2025-08-12,138,28,1,93.46,5
333,2024-05-02,296,36,4,10.4,0
1484,2025-01-23,119,31,1,72.32,5
1634,2025-04-12,178,5,1,15.92,0
1822,2025-05-24,135,5,1,15.92,0
1938,2024-04-09,242,40,1,82.94,0
3871,2024-08-31,133,10,3,62.62,0
2586,2024-11-15,46,15,5,43.35,15
4089,2024-06-14,148,35,3,11.58,5
3453,2025-08-11,263,17,4,58.44,5
863,2025-07-02,161,3,2,121.61,10
959,2024-10-02,283,26,4,141.76,0
2865,2025-04-18,101,35,5,11.58,10
2540,2024-10-19,241,6,2,114.35,5
182,2024-11-26,250,7,1,37.71,0
3263,2025-09-28,147,10,2,62.62,10
147,2025-08-21,101,7,4,37.71,0
2584,2025-07-25,285,19,1,43.01,15
3920,2024-04-30,58,7,4,37.71,0
800,2025-06-26,184,14,5,62.21,0
1866,2024-09-14,231,4,5,72.91,0
1723,2024-04-08,249,4,5,72.91,0
1213,2025-08-29,42,21,4,97.59,15
871,2025-09-06,84,10,1,62.62,10
2222,2025-06-22,61,37,2,149.41,0
3014,2024-12-31,273,7,1,37.71,0
2951,2024-11-20,284,5,5,15.92,5
779,2024-07-31,22,3,3,121.61,0
1311,2024-12-24,128,7,4,37.71,10
258,2024-04-21,33,1,4,47.8,0
291,2025-07-15,228,29,4,98.91,5
1309,2024-10-14,146,34,4,21.92,15
4123,2024-11-01,175,13,5,18.09,5
2652,2024-04-13,64,34,4,21.92,0
3665,2024-09-30,65,38,1,21.84,15
3063,2025-04-17,36,7,3,37.71,5
2376,2025-08-17,243,4,3,72.91,0
3644,2025-03-05,254,3,4,121.61,0
3609,2024-10-12,98,16,1,22.92,0
1395,2025-08-14,289,7,4,37.71,5
4349,2024-07-22,280,38,1,21.84,0
290,2024-09-17,33,21,1,97.59,10
1644,2024-04-06,282,22,5,58.86,15
4005,2025-05-03,297,34,2,21.92,0
503,2024-06-26,56,28,5,93.46,5
2422,2025-08-20,37,39,4,39.05,0
2356,2024-06-26,59,1,1,47.8,0
3354,2025-07-24,20,32,1,106.66,0
408,2025-06-23,287,13,3,18.09,15
945,2024-11-03,190,20,2,60.25,10
1308,2024-04-13,150,2,4,131.21,5
3839,2025-01-20,97,9,5,102.79,0
1546,2025-09-06,63,40,1,82.94,0
3472,2024-09-05,209,14,2,62.21,10
1696,2024-10-18,49,12,5,85.81,15
2526,2024-10-03,197,16,2,22.92,0
2917,2024-09-04,223,10,1,62.62,0
3103,2025-09-29,208,27,2,52.56,5
475,2024-05-03,76,6,4,114.35,0
3006,2024-04-05,124,3,3,121.61,0
401,2025-07-16,49,31,3,72.32,0
3978,2024-05-30,59,8,3,103.07,0
2003,2024-09-06,92,4,5,72.91,0
3085,2024-12-14,288,5,1,15.92,0
251,2024-11-30,27,18,3,113.61,0
2188,2024-05-01,242,35,4,11.58,15
4074,2024-09-06,76,15,2,43.35,0
1458,2024-12-09,224,17,1,58.44,0
3342,2024-12-22,10,18,3,113.61,10
3874,2024-11-04,210,32,5,106.66,0
3199,2025-02-27,16,10,1,62.62,0
188,2024-08-22,56,28,1,93.46,0
395,2025-04-18,97,36,2,10.4,15
523,2024-06-01,64,12,4,85.81,0
2955,2024-11-06,57,19,5,43.01,15
3453,2025-08-11,263,13,5,18.09,10
4193,2025-06-21,84,16,5,22.92,0
3806,2024-04-26,282,7,4,37.71,0
4182,2025-09-04,287,21,4,97.59,0
3052,2025-06-07,13,38,1,21.84,0
1320,2025-09-19,132,39,1,39.05,10
135,2025-04-22,283,1,3,47.8,10
3674,2025-03-01,53,37,1,149.41,10
3889,2025-08-27,188,1,5,47.8,0
1939,2025-02-25,191,26,1,141.76,0
1981,2025-02-17,113,25,4,94.83,0
2518,2024-05-25,62,4,5,72.91,5
352,2025-01-16,279,37,2,149.41,15
2582,2024-05-12,295,9,5,102.79,0
2090,2024-11-22,215,23,3,102.85,5
242,2024-11-18,255,10,4,62.62,10
740,2024-09-25,158,26,5,141.76,0
3872,2024-06-29,297,26,1,141.76,5
467,2025-09-24,45,19,5,43.01,10
3698,2025-06-04,250,14,1,62.21,10
871,2025-09-06,84,25,5,94.83,0
4318,2024-10-10,76,3,2,121.61,5
368,2025-05-14,176,36,2,10.4,5
3451,2025-05-29,9,19,1,43.01,0
897,2025-06-14,102,33,2,99.14,0
1846,2024-10-11,132,19,3,43.01,15
1905,2024-12-07,3,16,4,22.92,5
1358,2024-09-07,274,13,2,18.09,15
1106,2025-03-11,173,3,1,121.61,15
3136,2024-07-14,63,39,3,39.05,10
1774,2025-07-23,64,3,5,121.61,0
2382,2024-10-26,242,27,1,52.56,0
865,2025-09-01,153,28,5,93.46,0
644,2025-08-17,242,28,1,93.46,0
660,2025-02-19,272,21,3,97.59,0
798,2025-07-20,249,5,4,15.92,0
3938,2024-06-02,131,17,2,58.44,0
954,2024-09-13,29,37,1,149.41,0
1617,2024-09-29,210,32,4,106.66,15
251,2024-11-30,27,2,1,131.21,0
4297,2025-01-04,209,17,3,58.44,15
1795,2024-12-29,73,23,2,102.85,15
4339,2025-05-13,21,32,5,106.66,15
838,2024-04-04,134,9,5,102.79,0
4348,2024-10-10,42,15,2,43.35,0
477,2025-08-08,257,22,5,58.86,0
3713,2025-08-22,284,28,2,93.46,10
3958,2025-04-01,158,21,3,97.59,0
1653,2024-11-20,130,16,3,22.92,0
3195,2025-01-25,218,3,3,121.61,0
4273,2025-03-31,76,34,4,21.92,0
1231,2025-09-02,35,35,5,11.58,10
4001,2025-06-06,213,16,3,22.92,5
2610,2025-08-18,33,39,4,39.05,10
2383,2025-07-24,154,2,4,131.21,5
2137,2024-07-25,102,33,1,99.14,0
2527,2025-02-06,96,20,1,60.25,0
3393,2025-03-11,148,13,5,18.09,10
3213,2024-12-21,220,24,2,73.36,15
639,2024-11-10,135,38,1,21.84,0
4355,2025-07-04,62,30,1,97.13,10
2243,2025-03-22,14,13,1,18.09,0
2231,2024-07-10,56,38,5,21.84,5
2285,2024-09-17,132,28,5,93.46,0
197,2025-09-18,265,24,1,73.36,0
2506,2024-06-08,184,40,2,82.94,15
1012,2025-07-08,263,13,4,18.09,0
3016,2024-08-01,262,23,2,102.85,15
3716,2025-02-21,175,15,5,43.35,15
2575,2024-12-23,4,27,1,52.56,0
2956,2024-11-06,276,6,4,114.35,0
3625,2024-06-26,98,7,3,37.71,5
515,2024-04-13,150,21,3,97.59,5
976,2024-12-31,266,37,2,149.41,10
1203,2025-01-20,236,35,3,11.58,0
2007,2025-05-24,240,30,5,97.13,10
1319,2025-06-15,130,17,1,58.44,0
249,2024-07-13,97,27,4,52.56,10
4331,2024-08-13,74,36,1,10.4,0
1054,2024-11-24,137,12,4,85.81,5
3832,2024-12-27,220,31,5,72.32,0
571,2024-08-14,243,2,2,131.21,10
3965,2025-01-06,289,14,5,62.21,10
655,2024-04-11,249,26,4,141.76,15
1608,2025-09-17,40,12,5,85.81,10
2625,2025-01-07,16,11,4,127.63,5
702,2025-05-17,85,26,5,141.76,0
3637,2025-01-09,282,33,4,99.14,10
2499,2024-10-09,42,25,1,94.83,10
1950,2024-09-16,15,8,4,103.07,10
4303,2024-12-24,213,10,1,62.62,0
4036,2025-09-30,22,15,1,43.35,10
4041,2024-12-14,278,11,4,127.63,5
838,2024-04-04,134,2,2,131.21,0
985,2024-05-03,49,40,5,82.94,15
1768,2025-06-20,94,35,4,11.58,5
2578,2025-01-30,17,18,1,113.61,0
2192,2025-09-30,87,7,2,37.71,5
1237,2025-09-02,248,20,2,60.25,0
3243,2024-10-21,223,35,2,11.58,0
900,2024-07-22,82,23,1,102.85,0
2571,2025-07-07,179,33,1,99.14,5
4280,2024-04-29,76,22,2,58.86,0
3559,2024-05-21,19,24,3,73.36,0
256,2025-04-17,251,36,1,10.4,5
3014,2024-12-31,273,33,4,99.14,0
2794,2025-01-28,191,33,4,99.14,0
2237,2025-02-03,258,12,5,85.81,0
782,2025-05-13,117,31,5,72.32,10
1186,2024-11-14,188,32,3,106.66,5
1737,2024-05-09,22,36,4,10.4,10
3686,2024-10-13,132,30,4,97.13,10
836,2025-08-11,243,39,3,39.05,15
2209,2024-11-01,33,40,3,82.94,15
4033,2025-05-15,228,14,3,62.21,10
663,2024-09-15,295,28,4,93.46,0
4050,2024-06-04,92,29,5,98.91,0
3121,2024-07-11,280,38,5,21.84,15
3531,2025-09-01,126,17,4,58.44,15
2067,2024-09-23,50,11,4,127.63,0
1058,2024-06-28,264,7,2,37.71,0
2530,2025-05-20,48,26,3,141.76,5
2227,2025-04-09,282,19,5,43.01,0
1152,2025-05-18,131,5,2,15.92,0
3299,2025-06-12,280,12,1,85.81,0
440,2025-08-10,273,12,2,85.81,10
2853,2024-04-01,242,26,3,141.76,15
1878,2024-12-21,214,12,4,85.81,0
2506,2024-06-08,184,22,2,58.86,5
4122,2024-11-01,201,24,5,73.36,15
3935,2024-07-23,42,12,5,85.81,10
3486,2024-11-17,240,17,4,58.44,15
909,2025-04-29,288,26,2,141.76,0
1249,2024-06-15,157,38,1,21.84,5
2931,2024-12-25,278,9,4,102.79,10
398,2024-07-14,96,29,2,98.91,0
1373,2024-12-24,45,2,2,131.21,0
4297,2025-01-04,209,3,5,121.61,0
2722,2024-12-06,239,3,3,121.61,0
2123,2025-05-08,22,16,2,22.92,5
2746,2024-12-21,160,40,1,82.94,0
2028,2024-10-04,146,39,4,39.05,5
2664,2024-09-18,194,30,3,97.13,0
989,2024-11-12,173,28,2,93.46,0
572,2025-03-10,211,38,3,21.84,10
2193,2025-07-08,2,27,2,52.56,0
3726,2025-08-09,42,10,1,62.62,15
3417,2025-05-16,1,15,5,43.35,0
610,2024-06-27,49,38,2,21.84,0
1031,2024-08-04,248,19,2,43.01,10
3383,2025-06-25,52,8,5,103.07,15
384,2024-08-27,74,40,1,82.94,0
2283,2024-04-08,124,32,5,106.66,0
3153,2025-06-15,108,5,3,15.92,0
2391,2024-12-06,152,27,5,52.56,5
2271,2024-12-09,214,38,2,21.84,0
1799,2025-02-02,38,38,5,21.84,15
799,2024-07-12,63,26,3,141.76,0
1353,2024-11-19,239,14,4,62.21,5
795,2024-06-08,105,8,4,103.07,5
790,2025-05-26,201,9,4,102.79,15
3198,2024-12-14,251,11,5,127.63,0
2612,2024-11-19,46,25,3,94.83,0
1162,2025-07-27,233,31,1,72.32,10
1026,2025-08-16,180,17,3,58.44,0
608,2025-02-14,228,27,2,52.56,0
3516,2024-11-22,269,14,4,62.21,0
840,2025-04-04,24,39,3,39.05,5
714,2024-11-06,185,38,4,21.84,15
3592,2024-04-20,282,23,5,102.85,5
264,2025-04-03,260,11,3,127.63,0
1820,2024-04-16,64,26,1,141.76,0
4117,2024-04-02,124,14,5,62.21,15
2898,2025-04-03,48,31,3,72.32,15
2430,2025-04-11,260,28,4,93.46,0
462,2024-04-06,282,14,4,62.21,0
2526,2024-10-03,197,11,3,127.63,0
2052,2025-07-10,54,28,3,93.46,0
4271,2024-11-11,205,1,1,47.8,5
2897,2024-05-19,148,20,2,60.25,10
103,2025-07-10,192,35,5,11.58,5
3983,2024-04-18,231,1,3,47.8,15
4346,2025-09-18,124,18,1,113.61,0
4067,2024-06-01,56,33,3,99.14,15
4380,2024-05-17,273,28,4,93.46,0
1366,2024-08-17,137,10,3,62.62,15
1536,2025-01-23,276,2,5,131.21,10
2139,2024-05-06,218,9,1,102.79,0
1072,2024-04-11,134,35,2,11.58,0
4381,2024-04-15,150,21,3,97.59,15
1429,2024-12-30,251,4,3,72.91,0
3706,2024-12-15,279,36,2,10.4,0
1985,2025-01-22,269,40,3,82.94,5
636,2025-01-31,33,24,2,73.36,0
308,2025-01-11,285,9,3,102.79,0
1928,2024-06-26,253,20,1,60.25,5
2744,2024-11-30,215,39,3,39.05,0
3407,2025-08-28,122,17,3,58.44,10
6,2024-11-25,147,2,3,131.21,0
1285,2024-11-18,293,34,3,21.92,0
3357,2024-10-07,89,19,1,43.01,5
3587,2024-12-26,98,12,5,85.81,5
2162,2025-02-28,118,33,5,99.14,0
102,2024-11-28,232,24,4,73.36,0
2712,2024-05-07,295,37,5,149.41,0
2936,2025-07-21,53,26,1,141.76,0
1083,2025-06-19,219,7,5,37.71,5
2024,2024-12-17,156,10,4,62.62,0
1015,2024-04-30,231,36,5,10.4,5
2156,2024-08-12,250,6,5,114.35,0
2753,2024-12-17,296,14,3,62.21,10
1787,2025-06-03,243,6,5,114.35,0
4311,2024-12-09,213,20,4,60.25,0
2355,2024-05-21,213,39,3,39.05,0
3447,2025-04-23,81,11,2,127.63,0
1181,2025-03-21,235,11,2,127.63,0
3168,2025-06-20,93,29,4,98.91,0
3291,2024-12-25,240,2,5,131.21,0
687,2024-05-08,282,38,1,21.84,5
3199,2025-02-27,16,11,4,127.63,0
3321,2024-08-24,233,10,3,62.62,0
382,2024-12-17,192,36,1,10.4,5
919,2024-04-13,64,25,1,94.83,0
4124,2024-06-26,92,20,4,60.25,0
1059,2024-08-22,2,37,2,149.41,15
2176,2025-01-16,298,26,2,141.76,15
1812,2025-02-03,70,38,3,21.84,5
1757,2024-04-23,249,9,5,102.79,15
3584,2024-12-18,269,29,3,98.91,0
3412,2024-11-01,108,19,5,43.01,0
3205,2024-06-08,171,12,1,85.81,0
4364,2024-12-26,61,33,3,99.14,5
3161,2024-07-11,158,1,3,47.8,10
2678,2024-10-31,221,22,2,58.86,0
2245,2025-07-19,256,17,5,58.44,15
1299,2025-07-12,130,16,3,22.92,5
3933,2024-12-28,297,22,1,58.86,15
2095,2025-09-16,94,31,2,72.32,5
2721,2025-04-09,269,33,4,99.14,10
643,2024-07-02,88,14,3,62.21,15
1420,2024-10-29,167,26,5,141.76,0
86,2024-08-30,102,37,1,149.41,0
1282,2025-08-30,94,13,3,18.09,10
842,2025-07-23,87,16,4,22.92,15
2379,2025-04-27,202,16,5,22.92,10
1817,2024-04-10,249,11,3,127.63,0
3454,2024-09-02,295,10,5,62.62,0
3217,2025-09-09,257,20,5,60.25,0
3105,2025-09-16,205,36,5,10.4,0
3175,2024-07-29,249,13,5,18.09,10
4039,2025-01-19,100,3,5,121.61,0
1831,2024-08-27,113,15,1,43.35,15
1743,2025-08-25,48,10,4,62.62,0
2096,2024-10-19,3,28,1,93.46,0
2162,2025-02-28,118,18,4,113.61,0
2814,2025-04-26,222,37,5,149.41,0
3467,2024-08-24,273,18,1,113.61,0
1082,2025-02-07,17,2,3,131.21,10
2495,2024-04-04,134,11,2,127.63,0
3268,2024-11-18,192,16,2,22.92,5
1778,2025-04-27,285,27,2,52.56,5
29,2024-10-20,61,5,4,15.92,5
1642,2024-09-27,85,23,5,102.85,0
2606,2024-05-17,124,1,1,47.8,5
973,2025-05-27,54,40,5,82.94,10
586,2024-09-27,214,37,4,149.41,0
2369,2024-06-28,253,3,3,121.61,10
3413,2024-11-01,72,18,1,113.61,0
3397,2024-09-19,132,14,5,62.21,5
3112,2024-11-24,14,24,1,73.36,0
2844,2024-10-12,161,17,4,58.44,5
2011,2024-11-27,266,38,1,21.84,0
2329,2024-11-27,49,20,1,60.25,0
4266,2024-10-07,104,7,4,37.71,0
1427,2024-05-09,242,30,5,97.13,0
1453,2025-04-18,286,31,5,72.32,5
1175,2024-11-02,154,34,5,21.92,0
834,2025-08-10,52,4,3,72.91,0
3700,2024-11-22,249,14,3,62.21,10
698,2025-01-25,227,10,2,62.62,5
396,2024-12-02,297,19,4,43.01,0
3963,2025-04-07,166,17,1,58.44,0
176,2025-01-01,213,29,5,98.91,15
880,2025-08-18,6,32,1,106.66,10
136,2024-11-03,294,18,5,113.61,15
3283,2024-09-17,206,24,5,73.36,15
2858,2025-05-03,193,20,4,60.25,0
3523,2024-08-01,296,12,4,85.81,0
396,2024-12-02,297,35,1,11.58,0
376,2024-07-13,116,17,2,58.44,0
